fid,street_id,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m
4388,T09939A,1,1,37,1,1,3,101,1
4389,T07840I,2,15,1,1,4,31,11,1
4390,T11244B,2,1,1,3,4,3,1,4
4391,T19578A,1,5,1,1,5,14,104,4
4392,T07890S,1,6,33,2,2,16,62,5
4393,T16488N,1,1,1,1,1,2,1,2
4394,T18927X,1,2,12,2,1,4,37,4
4395,T02129Y,13,5,4,1,17,11,5,1
4396,T05580Z,1,2,20,2,1,4,77,5
4397,T09828U,1,1,1,1,3,1,1,3
4398,T16369H,1,1,1,1,1,4,1,1
4399,T16593N,1,12,19,1,1,44,37,1
4400,T02291H,5,6,103,1,11,7,172,3
4401,T04256M,2,2,5,1,4,5,22,1
4402,T00921G,1,8,1,1,3,21,1,1
4403,T00438A,1,20,2,1,4,37,2,2
4404,T09813N,1,1,1,1,1,1,2,2
4405,T08597U,1,1,1,3,1,2,1,3
4406,T04626S,1,1,1,1,1,1,1,1
4407,T06453X,1,1,1,2,1,3,7,2
4408,T16725H,1,1,1,1,1,1,1,1
4409,T05039J,2,4,1,2,12,10,4,3
4410,T02870U,1,2,45,1,4,10,84,2
4411,T00879V,1,9,1,1,8,23,1,1
4412,T12920S,1,1,1,3,4,1,1,5
4413,T07041L,1,1,1,1,1,2,1,1
4414,T06021D,1,1,1,1,1,3,8,1
4415,T04170H,1,1,1,1,1,1,1,1
4416,T04354N,1,3,1,2,1,5,1,4
4417,T04591Y,1,1,1,1,1,1,1,3
4418,T06412O,10,1,12,2,11,5,23,3
4419,T10629K,1,1,1,1,7,4,4,1
4420,T01977A,2,5,1,1,4,15,2,1
4421,T07423V,4,8,54,1,9,9,122,3
4422,T21530J,1,1,1,1,3,3,1,5
4423,T18349L,1,1,1,1,1,1,1,1
4424,T20270E,3,1,77,1,4,3,164,1
4425,T02053V,6,13,3,1,7,23,7,2
4426,T01364D,1,1,1,1,1,18,9,1
4427,T05817B,6,11,78,1,11,12,203,2
4428,T08437F,1,1,1,1,1,3,1,1
4429,T08220Q,2,5,10,1,5,9,36,3
4430,T07029P,1,1,1,1,1,1,1,2
4431,T08839T,2,1,1,1,4,4,1,1
4432,T00801Z,1,6,1,1,13,21,2,2
4433,T17457K,9,2,11,2,9,6,29,3
4434,T06866O,1,2,1,2,8,2,1,4
4435,T20311W,6,1,172,2,11,7,268,6
4436,T02647P,2,21,74,1,11,46,172,4
4437,T15833G,1,1,1,3,1,1,1,8
4438,T08855T,1,1,1,1,2,3,98,1
4439,T10826N,1,1,1,1,2,1,1,1
4440,T15679O,1,4,1,1,1,14,1,1
4441,T05835D,4,2,71,11,4,5,226,16
4442,T17284H,1,1,1,1,1,1,1,1
4443,T21143C,3,9,1,6,13,22,14,9
4444,T08698Y,1,1,1,1,1,1,1,4
4445,T15491E,6,11,36,2,21,36,58,5
4446,T13436P,2,4,1,1,4,11,1,3
4447,T11276J,1,7,1,3,5,7,1,6
4448,T08274E,3,6,2,1,4,10,9,1
4449,T17323X,1,1,1,1,5,2,37,1
4450,T20798F,1,1,1,1,1,1,1,1
4451,T05022A,1,1,1,2,1,2,1,3
4452,T18570O,1,7,75,1,1,17,127,1
4453,T00614Y,1,15,1,1,1,45,2,1
4454,T07130L,3,1,1,1,3,4,1,1
4455,T01655L,1,6,8,2,1,13,26,6
4456,T20096I,1,1,1,1,1,1,1,2
4457,T01928R,3,5,6,1,4,21,9,1
4458,T17721H,3,1,1,1,5,1,1,2
4459,T07483H,2,7,1,1,6,14,1,1
4460,T08184D,1,8,1,1,3,21,7,1
4461,T15973R,1,1,1,1,6,1,1,1
4462,T11445I,8,9,1,10,8,10,1,13
4463,T01591M,1,8,1,1,1,33,1,1
4464,T05930B,4,3,162,1,5,6,239,2
4465,T15972Q,1,1,1,1,4,8,1,4
4466,T09719Q,1,1,36,1,1,2,127,1
4467,T18465O,17,1,15,1,26,6,84,3
4468,T07842K,2,13,1,1,2,38,1,2
4469,T11201Q,1,1,1,1,2,3,1,1
4470,T05270O,3,1,33,1,9,1,116,2
4471,T19606N,1,2,1,1,1,2,45,1
4472,T15880N,1,1,1,1,1,3,1,1
4473,T05989U,1,4,5,1,1,6,8,1
4474,T10433A,2,5,1,1,2,12,1,1
4475,T02850Q,1,4,22,1,1,6,65,1
4476,T19630N,1,2,87,1,4,3,140,1
4477,T04444O,1,3,1,2,2,12,10,3
4478,P70060,1,4,30,1,1,14,91,2
4479,T11356I,1,7,2,1,1,11,14,1
4480,T19142C,1,1,1,1,1,3,2,1
4481,T07894W,1,20,1,1,1,60,1,1
4482,T08601Z,1,1,1,1,1,1,1,1
4483,T20600C,7,11,1,2,11,22,1,3
4484,T06850G,1,1,1,1,2,2,1,1
4485,T01433Z,1,3,2,1,1,12,10,1
4486,T20432E,1,5,24,1,1,22,41,1
4487,T05236M,1,9,1,1,1,13,1,2
4488,T20257H,3,1,1,3,3,1,1,4
4489,T20755U,2,1,3,4,2,1,3,4
4490,T18513F,3,1,40,1,6,3,126,1
4491,T03059F,7,3,1,1,11,11,1,5
4492,T20093F,1,1,1,2,1,1,1,2
4493,T08658Q,1,1,1,1,1,1,1,5
4494,T12140Y,5,4,41,1,12,5,97,3
4495,T08612C,1,1,1,2,1,1,1,3
4496,T02567Q,2,8,1,3,4,20,1,5
4497,T10701B,1,2,1,3,1,6,1,5
4498,T09430C,1,1,1,1,2,2,6,1
4499,T11003M,1,1,1,1,1,4,1,1
4500,T10913L,1,1,1,1,1,2,1,1
4501,T13919D,1,1,3,1,3,1,10,1
4502,T00914H,1,12,1,1,1,22,1,1
4503,T12881C,1,1,1,1,1,1,1,3
4504,T20145A,2,1,1,1,6,3,1,1
4505,T05165O,1,2,1,1,1,10,1,1
4506,T21567W,1,1,1,2,1,1,1,2
4507,T03863Z,1,1,1,4,1,1,8,6
4508,T08251X,1,4,21,1,7,10,30,1
4509,T00940J,1,1,1,1,1,13,1,1
4510,T21350H,1,1,1,1,1,1,1,3
4511,T19472R,3,1,1,1,4,1,3,1
4512,T05187U,1,1,1,1,1,6,1,1
4513,T04968L,1,3,1,2,5,4,1,9
4514,T10959Z,1,3,1,1,10,18,1,4
4515,T20131U,1,1,1,1,1,3,1,3
4516,T12363L,2,2,1,1,6,3,2,1
4517,T19400B,1,6,135,1,2,9,304,1
4518,T13806V,1,1,1,2,1,1,1,4
4519,LRD0050,5,1,23,1,9,2,62,4
4520,T05951G,1,1,60,1,1,5,113,1
4521,T07765O,1,7,1,1,1,24,1,1
4522,T12146E,3,1,4,2,4,2,20,2
4523,T15820B,1,1,1,1,1,1,2,3
4524,T19754Y,1,9,20,1,1,9,43,1
4525,T06439Z,1,1,1,1,1,2,1,1
4526,T02925S,1,1,30,1,4,5,98,1
4527,T06897V,4,2,1,1,7,7,8,3
4528,T19576Y,2,3,87,3,8,9,181,4
4529,T11568S,1,1,1,1,3,1,1,1
4530,T18104S,7,1,2,1,14,7,48,4
4531,T19644T,1,10,1,1,1,20,9,1
4532,T02746R,6,11,31,5,10,34,70,10
4533,T03075F,1,2,1,1,1,6,1,1
4534,T18391N,7,2,1,1,13,3,1,1
4535,T03498Y,1,5,1,1,1,11,1,1
4536,T06662E,1,1,1,1,2,1,1,2
4537,T18956C,1,3,68,1,3,5,184,1
4538,T15344U,25,1,1,1,34,1,1,2
4539,T06292Y,1,1,1,1,1,2,1,1
4540,T21211X,1,1,1,2,1,1,1,2
4541,T09878E,2,1,16,3,11,1,51,6
4542,T04657Z,1,3,3,1,1,4,4,1
4543,T01441Z,1,12,1,1,1,39,2,5
4544,T02302T,4,7,1,1,4,13,1,1
4545,T10456H,1,1,1,1,6,6,1,2
4546,T01352Z,1,3,1,1,1,16,1,1
4547,T18235C,1,1,17,1,4,2,88,1
4548,T17693U,6,1,1,1,10,1,1,2
4549,T02016Q,4,8,2,1,4,24,2,1
4550,T07361Y,1,10,1,3,6,15,1,6
4551,T11291I,1,1,1,1,8,4,1,3
4552,T00381A,1,6,1,1,5,22,1,2
4553,T11439K,1,3,4,1,1,6,31,3
4554,T00775O,1,1,1,1,1,13,1,1
4555,T11976E,1,1,1,1,2,1,28,1
4556,T08845R,1,1,1,1,5,4,12,1
4557,T20510B,1,1,1,1,1,1,1,1
4558,T04038E,12,1,1,1,12,1,1,1
4559,T07853N,1,13,1,1,2,27,1,1
4560,T12095K,2,4,32,1,2,8,87,1
4561,T16989D,5,2,47,1,7,6,60,2
4562,T20926V,1,1,1,1,1,1,2,1
4563,T20310V,10,1,83,6,16,5,245,15
4564,RL0050X,2,1,52,1,3,2,149,1
4565,T07916L,2,4,1,1,2,12,1,1
4566,T11513D,1,1,1,1,1,1,4,2
4567,T16273A,8,2,60,3,10,3,90,4
4568,T08345C,6,1,2,10,6,2,22,13
4569,T21276O,1,1,1,1,1,1,1,1
4570,T21494W,3,1,58,1,8,4,134,2
4571,T16088B,3,5,14,5,7,23,17,8
4572,T10461E,4,2,1,1,8,4,1,3
4573,T17766U,12,6,108,5,18,19,171,9
4574,T18429K,1,1,19,1,2,7,79,1
4575,T04068K,1,1,1,1,1,1,1,1
4576,T08095D,1,6,5,1,4,22,6,1
4577,T00540X,1,13,1,1,1,49,1,1
4578,T01519E,1,15,1,1,1,23,13,2
4579,T12852X,1,1,1,1,1,1,1,2
4580,T00710X,1,8,3,1,1,26,30,1
4581,T03680U,1,9,1,1,8,19,1,1
4582,T17196I,1,1,1,1,8,5,1,2
4583,T05109G,2,1,1,1,3,1,1,1
4584,T01602Y,1,9,1,1,1,36,1,1
4585,T07924L,1,7,1,1,1,41,1,1
4586,T11832P,1,1,1,1,1,1,1,2
4587,T00457D,1,14,2,1,1,39,2,1
4588,T10482J,5,2,3,1,11,4,6,2
4589,T20717O,10,1,60,1,11,6,141,2
4590,T19506K,1,3,1,1,1,4,1,1
4591,T16737L,5,1,1,1,6,3,1,3
4592,T15176W,1,1,1,1,1,1,1,1
4593,T02294K,6,11,1,1,6,18,1,1
4594,T20762T,1,2,1,1,1,2,1,2
4595,T02459N,6,5,1,1,6,9,1,1
4596,T03145C,1,4,1,1,1,10,9,1
4597,T15692L,1,25,1,3,2,56,21,5
4598,T07911G,1,1,1,1,2,7,1,1
4599,T09649T,1,2,25,1,2,3,98,1
4600,T08020K,1,7,32,1,1,14,37,1
4601,T01887Z,4,14,28,1,5,25,63,2
4602,T11043U,1,3,1,1,7,12,1,4
4603,T01839R,9,10,1,2,9,26,1,2
4604,T04466U,1,2,1,1,1,3,1,2
4605,T20993G,9,1,32,4,14,2,78,5
4606,T07929Q,1,7,41,1,1,21,42,1
4607,T02803J,2,3,1,1,8,5,1,1
4608,T02937W,1,1,27,1,1,10,84,1
4609,T21539S,2,1,11,1,11,7,50,2
4610,T21245H,1,1,1,3,1,6,24,3
4611,T02237B,8,8,1,1,10,16,4,1
4612,T09122T,8,3,124,1,9,19,211,1
4613,T09777A,1,1,14,1,1,1,28,1
4614,T06957Q,1,1,1,1,1,1,1,2
4615,T17428F,1,5,6,1,3,10,40,1
4616,T07393G,8,1,1,2,12,2,1,6
4617,T01264A,1,7,1,1,1,19,2,1
4618,T06208M,1,2,1,1,2,2,1,1
4619,T01202M,2,1,3,1,7,5,50,1
4620,T06740B,1,4,1,1,2,5,1,1
4621,T20354H,2,1,1,1,3,2,1,4
4622,T04022W,20,1,1,5,20,2,1,8
4623,T20956B,16,1,2,1,19,1,11,2
4624,T04301A,1,5,1,1,1,7,5,1
4625,P70350,1,2,1,1,4,9,26,5
4626,T09421B,2,1,28,1,2,1,56,3
4627,T20922R,1,1,1,1,5,1,1,4
4628,T18472N,1,1,1,1,1,1,1,1
4629,T01435B,2,13,4,1,2,53,8,4
4630,T14975P,1,2,1,1,8,9,25,3
4631,T03038A,8,9,77,1,12,12,133,2
4632,T02837T,1,1,17,1,1,2,45,2
4633,T01659P,6,1,36,1,8,5,99,1
4634,T06878S,1,1,1,1,4,4,1,2
4635,T09951W,2,1,57,1,3,4,138,1
4636,T07527C,1,1,1,2,1,1,1,2
4637,T01252W,1,7,2,1,1,30,2,1
4638,T12329J,3,1,1,3,3,1,1,6
4639,T08885Z,1,1,1,1,1,3,1,1
4640,T01998F,4,15,32,2,6,21,70,4
4641,T06322N,1,2,1,1,1,9,12,2
4642,T05543U,1,1,20,1,1,1,29,2
4643,T10106O,2,1,36,1,2,4,77,2
4644,T09005P,1,6,1,1,1,9,1,1
4645,T02708L,2,6,1,1,4,13,1,4
4646,T09283J,1,6,1,3,4,16,1,6
4647,T00203J,1,4,3,1,1,16,51,2
4648,T20810K,1,1,1,1,1,12,7,1
4649,T14432P,1,5,6,1,1,13,9,1
4650,T20852U,2,7,1,3,9,17,1,13
4651,T01394J,1,18,1,1,1,36,8,1
4652,T03547Q,1,1,1,1,1,6,27,1
4653,T18427I,1,1,27,1,4,6,74,1
4654,T03492S,12,10,22,3,23,25,45,5
4655,T18901N,6,1,30,1,6,1,121,3
4656,T06922F,1,1,1,1,1,3,1,1
4657,T08806K,1,1,21,1,1,3,109,1
4658,T02428G,4,5,16,1,13,11,67,7
4659,T06316P,3,2,45,1,5,11,78,4
4660,T08319A,6,13,1,1,7,16,1,1
4661,T11578U,1,2,1,1,1,3,1,1
4662,T08287J,1,3,1,5,3,13,14,7
4663,T15792O,3,1,1,2,8,1,3,5
4664,RD0009I,9,1,1,1,10,3,1,1
4665,T18374M,3,8,1,1,18,33,1,3
4666,T01419B,1,10,1,1,1,33,1,1
4667,T03090E,1,1,1,1,2,9,1,2
4668,T18229E,1,3,29,1,8,5,82,1
4669,T13624R,1,3,8,3,1,6,8,5
4670,T07927O,1,10,41,1,1,28,41,1
4671,T07087Z,4,2,1,1,5,3,14,2
4672,T09385O,5,1,1,1,6,1,1,1
4673,T18119Z,1,1,1,1,1,3,1,6
4674,T00341S,1,13,1,1,2,36,1,1
4675,T08776V,3,3,1,5,3,3,1,6
4676,T07253V,5,6,1,1,11,13,1,1
4677,LRD0024,1,1,1,1,3,3,1,2
4678,T08957Y,1,1,26,1,4,4,84,3
4679,T04802Q,1,1,1,2,1,5,3,6
4680,T10835O,3,1,1,1,4,1,1,3
4681,T17237A,1,1,1,1,2,1,5,1
4682,T06084S,1,1,20,1,1,1,36,1
4683,T21568X,1,1,24,1,1,1,29,4
4684,T10585P,2,1,1,4,2,2,1,8
4685,T07114L,1,1,1,1,1,3,1,2
4686,T17484N,2,3,23,1,7,6,32,1
4687,T06121G,1,1,1,1,3,2,1,1
4688,T19121X,7,1,1,1,9,1,1,1
4689,T10497Q,1,1,1,1,3,1,1,1
4690,T17231U,7,2,1,2,13,2,1,2
4691,T20992F,8,1,10,4,9,1,45,4
4692,T02801H,1,1,1,1,1,4,12,2
4693,T00019L,1,5,1,1,2,21,1,1
4694,T17677U,3,1,39,1,5,4,67,1
4695,T02365I,8,5,89,2,15,18,209,3
4696,T18715N,2,1,3,2,6,3,7,2
4697,T07872Q,1,2,1,1,1,12,5,1
4698,T13108C,1,6,9,2,1,7,43,3
4699,T12275M,1,1,1,1,1,1,1,1
4700,T04407J,3,1,8,2,7,10,26,3
4701,T09585U,7,6,43,1,7,12,98,3
4702,T21101S,2,2,5,1,4,16,35,12
4703,T14400H,1,4,1,1,7,5,1,5
4704,T20177I,5,1,52,1,9,1,164,4
4705,T12165H,1,2,1,1,1,6,3,1
4706,T07005H,1,1,1,1,1,1,1,1
4707,T19228H,1,1,1,1,4,5,1,1
4708,T01983Y,7,19,18,1,9,27,54,1
4709,T19378U,7,2,48,1,8,6,150,6
4710,T07140N,1,4,16,1,3,9,40,2
4711,T13741V,1,2,1,1,13,19,1,2
4712,T00565G,1,17,1,1,1,37,1,1
4713,T17884Z,1,1,1,1,1,1,1,1
4714,T07278E,1,9,1,1,3,15,5,1
4715,T18615K,1,1,1,1,1,1,1,1
4716,T04825X,1,1,1,1,1,3,7,2
4717,T08211P,1,12,1,1,5,26,1,1
4718,T20101O,3,1,7,2,4,5,16,2
4719,T17689Y,1,1,1,1,9,2,1,2
4720,T16401Q,4,1,72,1,6,1,233,1
4721,T14412L,5,1,16,1,6,4,16,2
4722,T15415S,6,1,1,1,9,2,1,4
4723,T18076F,1,1,1,1,1,1,1,3
4724,T06124J,1,1,1,2,4,1,1,4
4725,T08611B,1,1,1,1,1,2,1,5
4726,T19177N,1,1,1,1,1,2,1,1
4727,T00229T,1,12,1,1,7,21,1,1
4728,RD0082D,6,1,32,3,7,2,41,5
4729,T21380N,5,2,60,1,8,5,149,3
4730,T05515Q,1,1,1,1,1,1,1,1
4731,T19002R,1,1,1,1,5,1,1,2
4732,T10159B,1,5,21,2,3,8,58,4
4733,T08312T,1,4,1,1,4,8,1,1
4734,T17996G,1,2,1,1,1,3,1,2
4735,T18975F,1,1,1,1,1,1,1,1
4736,T16574K,1,6,1,1,1,15,1,1
4737,T09659V,1,3,78,1,1,3,175,1
4738,T03375O,1,8,1,1,7,16,1,1
4739,T00674K,1,7,1,1,1,34,1,1
4740,T09909U,10,1,52,2,11,4,130,6
4741,T15638F,1,15,2,1,1,42,2,1
4742,T00523W,1,4,2,2,3,12,30,2
4743,T02235Z,2,8,57,1,4,20,126,1
4744,T17190C,3,7,13,3,6,10,73,4
4745,T20519K,1,1,9,1,1,1,44,2
4746,T12765Z,1,1,1,1,1,3,17,3
4747,T05694I,7,3,1,1,9,5,12,2
4748,T07363A,3,3,1,1,4,13,1,1
4749,T02324Z,9,6,87,2,9,18,133,8
4750,T14857K,1,21,1,1,1,51,3,1
4751,T06052K,3,2,1,1,6,10,1,1
4752,T04687F,1,1,1,1,1,3,1,1
4753,T21503G,1,1,1,1,1,1,1,2
4754,T16802D,1,1,1,1,8,1,1,1
4755,T05069P,4,1,1,3,12,2,1,5
4756,T15302K,3,1,1,2,7,1,1,4
4757,T16012H,1,1,1,1,1,1,1,4
4758,T04331G,4,5,11,1,9,17,18,4
4759,T02862U,1,2,24,1,1,6,89,1
4760,T03706N,1,1,1,1,9,16,1,1
4761,T10975Z,1,3,1,1,1,10,1,1
4762,T18281I,4,1,1,1,6,2,1,2
4763,T06110D,1,1,1,1,6,3,1,1
4764,T16787V,1,1,1,1,1,1,1,1
4765,T06138P,5,1,1,1,7,2,1,4
4766,T12608N,1,1,1,1,1,1,1,1
4767,T19627S,3,2,17,1,5,2,66,1
4768,T10210N,4,2,114,1,4,4,211,1
4769,T16906K,1,1,1,1,1,1,1,1
4770,T19761X,1,1,1,1,1,1,1,1
4771,T12199R,3,1,1,2,7,3,1,4
4772,T06169W,2,1,1,1,3,4,1,1
4773,T04250G,3,3,2,5,7,5,6,7
4774,T12013S,1,1,1,1,1,1,1,5
4775,T10744M,1,4,1,1,1,6,2,1
4776,T02015P,3,9,1,1,5,20,1,2
4777,T05868M,2,6,21,1,5,12,47,1
4778,T19208D,1,2,50,1,4,4,203,1
4779,T20969G,4,1,1,1,12,5,1,4
4780,T17139Z,3,3,3,1,9,5,24,2
4781,T12149H,4,1,14,1,5,3,14,1
4782,T01831J,3,7,1,1,3,14,16,1
4783,T21399Y,2,1,1,1,2,1,1,2
4784,T09755U,1,1,1,1,2,1,1,1
4785,T13814V,1,1,1,1,1,3,1,4
4786,T00813D,3,7,1,2,4,25,3,4
4787,T06203H,1,1,1,1,1,2,1,1
4788,P72151,2,16,1,4,7,21,1,4
4789,T12983H,1,1,1,1,1,1,1,3
4790,T00244S,1,6,1,2,4,24,1,2
4791,T03310X,3,8,15,1,8,15,64,4
4792,T15299G,1,10,4,1,6,24,35,2
4793,T17765T,11,12,14,2,22,21,15,3
4794,T04135E,1,1,1,2,1,1,1,3
4795,T18082D,1,1,1,1,1,1,1,2
4796,T19609Q,1,1,53,1,1,3,59,1
4797,T13037E,1,1,1,1,1,8,1,2
4798,T14159R,1,1,1,1,3,6,1,8
4799,T07975W,2,6,2,1,6,15,13,2
4800,T11867A,1,1,18,1,1,1,37,1
4801,T11816P,1,1,1,1,1,1,1,1
4802,T10354C,3,13,15,1,4,24,31,3
4803,LRD0002,1,2,1,1,2,2,1,1
4804,T21345K,3,1,3,1,6,1,18,3
4805,T00432U,1,11,2,1,6,37,2,2
4806,T07190X,1,1,1,1,1,1,1,1
4807,T18737T,1,1,25,1,1,1,76,1
4808,T08515C,2,2,1,1,5,6,1,5
4809,T02170Z,5,12,1,1,5,22,1,2
4810,T19577Z,5,1,117,3,6,2,252,6
4811,LRD0034,1,1,1,1,1,1,1,2
4812,T08645L,1,1,1,1,1,1,2,1
4813,T09455L,4,1,40,1,7,4,100,5
4814,T04752X,2,3,1,2,9,9,1,3
4815,T16067W,1,8,1,1,1,21,37,2
4816,T18042V,1,1,1,1,1,1,1,1
4817,T00376D,1,15,1,1,11,35,1,2
4818,T02805L,5,1,1,1,8,1,1,1
4819,T10800D,1,3,1,1,1,9,1,2
4820,T04930X,5,3,1,4,6,4,8,9
4821,T19986M,1,1,1,2,1,1,1,2
4822,T06645D,1,1,1,1,1,1,1,1
4823,T18817S,3,6,1,4,5,14,1,6
4824,T20072A,8,2,32,1,12,5,67,4
4825,T21014U,1,1,31,2,8,1,86,3
4826,T09516H,6,5,26,3,7,6,56,4
4827,T20595W,1,13,1,1,1,30,1,2
4828,T20771U,1,1,1,1,4,4,2,5
4829,T01833L,7,7,1,2,7,13,1,3
4830,T16063S,8,1,1,3,14,2,1,4
4831,T18500A,7,1,10,1,23,1,42,3
4832,T20018U,3,4,1,5,5,5,38,7
4833,T00610U,1,17,1,1,1,36,1,1
4834,T14855I,1,6,1,1,1,31,3,1
4835,T01996D,2,9,22,1,9,19,45,1
4836,LRD0044,4,1,39,4,6,5,62,6
4837,T11672R,1,1,1,1,1,1,1,1
4838,T07902F,1,1,1,1,1,5,1,1
4839,T18866B,1,1,1,1,1,1,1,6
4840,T19948G,1,2,1,2,3,7,1,7
4841,P21700,1,1,1,1,1,3,1,1
4842,T01236W,1,5,1,1,1,12,1,2
4843,T15308Q,1,1,1,1,1,1,1,2
4844,T06140J,3,1,1,1,7,1,1,3
4845,T17977D,1,1,15,1,1,2,88,1
4846,T19353L,1,5,13,1,4,12,20,1
4847,T21325G,1,1,1,1,1,1,1,1
4848,T10728M,1,1,1,2,1,2,1,2
4849,T19274N,3,3,1,1,7,14,1,2
4850,T18648T,3,8,1,4,3,20,1,4
4851,T20738T,6,23,59,2,9,43,93,3
4852,T00841H,1,8,1,1,3,33,3,2
4853,T13516O,1,1,1,1,1,2,1,2
4854,T08282E,1,7,14,1,1,16,16,1
4855,T11740M,2,1,1,1,6,2,1,2
4856,T01691P,1,7,84,1,1,12,129,1
4857,T18656T,1,2,1,1,1,9,1,1
4858,T16128S,2,4,1,1,4,9,2,2
4859,T12699G,1,3,1,2,1,6,1,4
4860,T00352V,1,13,1,1,2,32,2,1
4861,T06389G,2,4,1,1,3,7,1,3
4862,T02581O,2,4,1,1,2,10,1,1
4863,T19106Y,1,14,1,1,1,44,1,1
4864,T10176C,2,1,75,1,2,8,136,1
4865,T10146W,5,3,44,1,6,3,114,1
4866,T10217U,3,1,64,1,3,4,137,1
4867,T20907S,1,1,48,1,1,2,82,2
4868,T12611I,1,1,1,1,1,1,1,1
4869,T08907O,3,4,1,2,5,8,1,2
4870,T10565L,6,2,4,2,7,4,7,3
4871,T20565Q,1,1,60,2,2,5,77,4
4872,T01760L,7,7,9,2,7,14,22,6
4873,T20505E,1,1,1,1,1,3,1,1
4874,T09008S,2,1,1,1,9,6,1,1
4875,T18002N,1,1,1,1,1,3,11,1
4876,T15688P,1,11,1,1,1,44,1,1
4877,T03713M,1,2,1,1,4,3,143,1
4878,T09639R,2,1,1,1,4,3,1,4
4879,T05715W,5,1,65,1,7,2,145,3
4880,T14929J,1,1,1,2,3,2,1,4
4881,T10273C,1,1,5,1,1,1,8,1
4882,T00604W,1,9,1,1,1,33,1,1
4883,T15681I,1,2,13,1,1,15,33,1
4884,T00692M,1,3,26,1,1,23,41,1
4885,T19951B,3,1,58,1,5,4,110,2
4886,T03207Z,1,11,1,1,5,31,1,1
4887,T16781P,1,1,1,1,1,1,1,1
4888,T14979T,5,1,14,2,8,1,59,5
4889,T15221K,4,1,2,2,5,1,20,3
4890,T11111P,1,1,1,1,1,2,1,1
4891,T19258N,1,1,1,1,1,1,1,1
4892,T00033J,1,9,1,1,6,27,11,1
4893,T07655J,15,1,16,1,19,3,25,1
4894,T02867Z,1,1,34,1,1,4,77,1
4895,T19405G,6,1,2,1,11,5,33,2
4896,T02584R,2,3,1,1,4,5,1,1
4897,T16453C,3,6,5,1,6,22,10,1
4898,T01523A,1,15,1,1,1,25,3,2
4899,T20301U,1,10,1,1,1,32,1,1
4900,T10142S,7,3,69,2,8,5,159,2
4901,T01048U,1,24,1,1,1,46,2,3
4902,T01510V,1,10,3,1,1,24,31,1
4903,P71800,1,4,46,1,1,5,89,1
4904,T17451E,3,1,15,1,3,1,60,1
4905,T17792W,3,1,1,4,3,5,1,9
4906,T10855S,1,6,1,1,3,12,1,3
4907,T15537B,6,3,44,1,10,7,143,3
4908,T11676V,1,1,1,1,1,1,1,1
4909,T12735T,4,1,1,2,8,3,1,3
4910,T09074C,1,10,13,1,1,23,66,1
4911,T06119M,3,3,1,1,3,5,1,2
4912,T20094G,1,1,1,1,1,4,1,3
4913,T10445E,5,1,1,1,6,6,1,1
4914,RD0052Z,2,1,1,1,2,1,54,3
4915,T15403O,1,1,1,1,5,1,2,4
4916,T16032L,1,1,1,6,1,1,1,12
4917,T01159A,1,2,1,1,1,20,1,1
4918,T21022U,1,1,1,1,1,1,1,1
4919,T21199S,4,1,1,2,6,3,1,3
4920,T21003R,1,5,4,2,1,11,29,4
4921,T12901P,1,1,1,1,1,1,1,1
4922,T18671S,1,1,1,1,1,1,2,1
4923,T07263X,1,4,1,1,6,10,1,1
4924,T18498X,4,3,1,1,10,8,1,4
4925,T05718Z,7,1,29,1,11,6,52,1
4926,T19600H,1,1,2,1,2,1,44,3
4927,T10578Q,1,1,1,1,1,1,1,1
4928,T07107M,3,6,1,3,4,11,4,6
4929,T09671R,9,1,1,1,11,1,1,3
4930,T09825R,1,1,1,2,2,2,5,2
4931,T03195M,1,6,1,1,3,22,1,6
4932,LRD0051,4,1,1,1,8,1,1,3
4933,T12144C,3,2,23,1,4,3,43,1
4934,T17294J,4,6,5,1,5,12,5,1
4935,T09539O,4,3,13,1,8,7,23,2
4936,T16948U,1,1,1,1,4,4,1,3
4937,T02927U,1,1,49,1,1,2,150,1
4938,T05991O,1,2,8,1,1,3,8,1
4939,T20876C,1,1,1,1,1,1,1,1
4940,T08877Z,1,1,1,1,1,3,1,1
4941,T02172B,4,12,1,2,4,25,2,3
4942,T17636L,1,15,1,1,1,44,12,1
4943,T16259C,1,1,1,1,1,1,7,1
4944,T16860N,1,1,1,1,1,1,1,1
4945,T08041P,1,9,23,1,1,11,24,2
4946,T14329R,2,7,3,1,6,17,5,1
4947,T10686T,2,1,1,3,2,2,1,7
4948,T07564H,1,1,1,2,4,1,1,5
4949,T09910N,3,1,1,1,4,2,1,1
4950,T06872M,1,1,1,1,6,3,1,2
4951,T04969M,2,3,1,2,2,3,1,3
4952,T05376X,1,1,1,1,1,2,1,3
4953,T13910U,1,1,1,1,1,5,1,1
4954,T00883R,1,7,1,1,1,23,4,1
4955,T08134T,5,6,1,1,5,14,16,1
4956,T21376R,9,3,116,1,15,7,208,7
4957,T06133K,5,1,1,1,6,1,2,2
4958,T06411N,6,4,36,2,9,6,72,4
4959,T21139G,5,2,10,1,7,2,29,1
4960,T08579S,1,1,1,2,1,2,1,3
4961,T02402W,17,7,8,1,20,20,29,6
4962,T02873X,1,1,20,1,4,5,73,1
4963,T04220A,7,1,10,1,17,10,40,3
4964,T04452O,6,3,1,1,9,4,1,5
