fid,street_id,road_category,signal_count_50m,poi_count_50m,tree_count_50m,transport_count_50m,signal_count_100m,poi_count_100m,tree_count_100m,transport_count_100m,noise_day,noise_evening,noise_night
5990,T02478Q,secondary,8,5,29,1,13,18,83,5,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5991,T16641E,pedestrian,1,2,2,1,1,7,12,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5992,T06506T,tertiary,3,2,1,4,5,3,1,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
5993,T15059S,residential,4,1,28,1,7,4,92,1,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
5994,T01565K,pedestrian,1,7,1,1,1,29,23,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5995,T16643G,residential,1,1,1,1,1,2,1,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
5996,T11453I,tertiary,1,6,1,1,7,13,1,10,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5997,T18436J,residential,1,1,1,1,5,2,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
5998,T20055Z,tertiary,2,1,34,1,6,2,100,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
5999,T20525I,residential,1,1,1,1,1,1,1,3,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
6000,T15270T,tertiary,10,1,13,1,14,1,52,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6001,T18902O,tertiary,3,6,50,1,10,19,79,2,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6002,T19643S,residential,1,10,1,1,1,25,9,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6003,T16871Q,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6004,T01226U,living_street,1,6,1,1,1,20,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6005,T03291L,tertiary,1,3,25,2,4,15,60,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6006,T11552K,residential,1,1,1,1,3,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6007,T12720M,tertiary,2,2,1,1,4,3,12,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6008,T19421G,primary,8,1,192,1,9,9,309,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6009,T09000K,residential,1,1,1,1,1,9,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6010,T12332E,residential,1,1,1,1,2,1,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6011,T10877Y,tertiary,1,2,1,4,1,4,1,5,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6012,T20914R,residential,1,1,1,1,8,4,1,3,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6013,T21012S,residential,4,1,17,1,7,5,69,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6014,T17729P,residential,3,2,1,1,6,6,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6015,T16511V,primary,3,1,44,1,6,3,103,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6016,T03023T,residential,1,1,5,1,1,1,24,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6017,T00712Z,residential,2,22,28,1,3,40,115,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6018,T00249X,residential,1,7,1,1,1,29,1,1,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
6019,T14081M,residential,1,1,1,1,1,1,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6020,T02518H,secondary,4,12,98,3,4,26,183,4,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6021,T16297I,residential,1,3,1,1,1,5,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6022,T19455Q,tertiary,10,5,71,1,18,16,110,4,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6023,T18014R,primary,12,1,7,2,17,1,7,7,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6024,T00608A,living_street,1,27,1,1,1,58,2,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
6025,T16339B,secondary,7,3,1,2,9,9,1,4,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6026,T00944N,pedestrian,1,6,1,1,1,12,1,1,55 - 60 dB(A),55 - 60 dB(A),40 - 45 dB(A)
6027,T10651I,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6028,T13020V,living_street,3,4,1,1,8,6,3,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6029,T21176L,secondary,3,6,1,1,14,10,73,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6030,T15675K,pedestrian,2,10,2,1,2,25,3,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6031,T15757L,residential,1,4,1,1,1,7,5,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6032,T00003D,residential,1,4,1,1,4,15,1,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6033,T07478K,residential,2,4,1,2,5,9,1,6,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6034,T12504G,residential,5,1,1,1,5,5,4,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6035,T07834K,living_street,1,8,1,1,1,24,13,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6036,T15421Q,residential,8,1,1,1,8,2,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6037,T07355A,residential,2,5,1,1,2,5,1,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6038,T07761K,living_street,1,8,1,1,3,28,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6039,T14998W,track,1,1,1,1,1,1,1,2,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6040,T07161S,primary,1,1,85,1,1,4,205,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6041,T02225X,secondary,4,5,125,1,18,17,204,1,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
6042,T08810G,living_street,1,1,2,1,1,1,44,2,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6043,T06363W,residential,1,1,1,1,1,7,2,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6044,T01001F,pedestrian,1,3,2,1,1,11,21,1,55 - 60 dB(A),55 - 60 dB(A),< 40 dB(A)
6045,T16285E,residential,1,1,20,1,3,3,52,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6046,T05402I,residential,1,1,1,1,1,4,1,4,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6047,T15448B,residential,7,2,1,2,8,3,1,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6048,T10645K,secondary,1,1,4,6,6,2,11,7,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6049,T16118Q,pedestrian,1,1,5,1,1,3,15,1,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A)
6050,T18253E,tertiary,2,1,69,1,9,7,168,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6051,T02613F,secondary,2,6,56,1,4,22,117,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6052,T07443Z,pedestrian,1,2,1,1,5,8,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6053,T06393C,residential,1,1,1,1,2,3,2,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
6054,T09627N,secondary,10,1,74,1,12,3,156,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6055,T16448F,residential,1,1,51,1,6,6,136,2,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
6056,T16174Y,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6057,T01873T,secondary,6,27,1,1,6,40,1,2,65 - 70 dB(A),65 - 70 dB(A),65 - 70 dB(A)
6058,T09722L,residential,1,1,63,2,6,1,139,5,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6059,LRD0015,residential,4,1,8,1,14,2,58,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6060,T02316Z,secondary,8,14,9,1,8,24,20,1,65 - 70 dB(A),65 - 70 dB(A),65 - 70 dB(A)
6061,T08584P,residential,1,1,1,3,5,3,7,6,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6062,T21250E,residential,1,2,1,1,1,3,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6063,T11592S,tertiary,8,1,24,3,10,1,25,8,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6064,T08155Y,living_street,1,8,1,1,4,32,2,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6065,T18759Z,pedestrian,1,12,1,1,1,37,3,1,55 - 60 dB(A),50 - 55 dB(A),< 40 dB(A)
6066,T18882B,tertiary,1,1,1,1,1,1,26,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6067,T09549Q,tertiary,4,1,1,1,8,6,13,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6068,T20374L,pedestrian,1,1,1,1,1,1,1,3,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6069,T00638G,pedestrian,1,10,1,1,1,35,8,1,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
6070,T04322F,residential,2,5,11,1,3,9,21,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6071,T03046A,residential,1,1,3,1,1,1,24,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6072,T09834S,residential,6,2,1,2,9,4,1,3,55 - 60 dB(A),60 - 65 dB(A),50 - 55 dB(A)
6073,T17708K,pedestrian,1,20,1,1,1,45,17,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
6074,T07962R,residential,1,12,40,1,1,31,41,1,55 - 60 dB(A),60 - 65 dB(A),60 - 65 dB(A)
6075,T14502M,trunk,12,3,14,9,17,6,34,16,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6076,T10004J,pedestrian,1,1,1,1,1,13,55,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6077,T01024M,tertiary,5,12,41,3,14,21,86,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6078,T05038I,residential,1,1,1,1,2,4,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6079,T03257J,residential,1,5,1,1,5,10,35,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6080,T12679C,living_street,1,4,1,1,4,6,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6081,T07272Y,living_street,2,6,5,1,3,15,7,2,60 - 65 dB(A),60 - 65 dB(A),50 - 55 dB(A)
6082,T13076L,tertiary,5,1,75,2,8,1,144,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6083,T13413I,residential,1,2,1,1,1,5,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6084,VA0009I,secondary,8,1,1,1,12,1,1,2,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
6085,T13830V,residential,1,1,1,1,1,1,1,1,45 - 50 dB(A),40 - 45 dB(A),< 40 dB(A)
6086,T11344E,residential,1,1,1,1,11,5,11,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6087,T16626F,pedestrian,1,12,1,1,1,35,2,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6088,T03647T,living_street,2,12,1,1,5,32,1,1,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A)
6089,T02021N,living_street,6,4,3,1,8,9,3,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6090,T01564J,pedestrian,1,7,1,1,1,29,24,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
6091,T00034K,living_street,1,9,1,1,5,27,13,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6092,T14482Z,residential,1,1,1,1,1,4,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6093,T15477G,residential,1,1,1,2,4,1,1,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6094,RD0084F,secondary,6,1,24,1,7,1,37,6,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6095,T11059C,residential,7,5,1,1,9,12,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6096,T04268Q,residential,1,3,5,2,5,7,6,6,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6097,T12393R,tertiary,4,2,1,2,7,8,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6098,T05816A,residential,10,2,130,5,15,5,277,8,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
6099,T17042R,residential,1,1,1,1,1,2,1,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6100,T13348Q,tertiary,7,1,1,1,7,1,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6101,T01392H,living_street,1,16,1,1,1,37,1,1,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
6102,T06953M,pedestrian,1,1,1,1,1,1,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6103,T17205S,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6104,T18218B,tertiary,4,1,73,1,6,2,228,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6105,T20236C,living_street,1,1,42,1,1,4,126,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6106,T18007S,secondary,6,1,1,3,7,2,6,6,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6107,T13784G,residential,1,1,1,1,1,1,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6108,T08171Y,tertiary,3,5,50,2,6,23,105,5,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6109,T11258H,residential,1,1,1,1,1,2,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6110,T00370X,secondary,3,4,1,2,4,24,5,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6111,T09620G,pedestrian,4,3,133,2,7,6,190,4,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6112,T05440O,tertiary,1,1,1,1,1,1,1,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6113,T01542D,residential,1,8,1,1,1,30,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6114,T03313A,living_street,1,1,1,1,1,3,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6115,T12970C,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6116,T11368M,residential,1,5,5,1,7,15,7,3,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6117,T07858S,living_street,1,7,7,1,1,17,11,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6118,T05136J,residential,1,1,1,1,11,2,1,6,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6119,T08876Y,living_street,1,1,1,1,1,5,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6120,T17661M,residential,1,1,1,5,1,1,1,9,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6121,T00641B,pedestrian,1,11,2,1,1,30,23,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6122,T02350B,secondary,4,11,2,2,10,27,2,11,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6123,T12305B,residential,1,1,1,2,1,5,1,4,55 - 60 dB(A),55 - 60 dB(A),45 - 50 dB(A)
6124,T03065D,residential,1,2,1,1,1,11,3,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6125,T08523C,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6126,T15506U,secondary,3,2,1,1,7,5,2,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6127,T12209C,residential,1,1,1,1,2,1,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6128,T07186B,living_street,1,1,1,1,1,1,1,2,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6129,T20422C,residential,1,1,1,1,1,1,6,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6130,T07844M,living_street,1,11,1,1,1,41,1,1,50 - 55 dB(A),50 - 55 dB(A),55 - 60 dB(A)
6131,T07866S,living_street,1,4,23,1,1,17,42,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6132,T11265G,pedestrian,1,1,1,1,6,6,1,4,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6133,T16247Y,living_street,1,1,1,1,2,1,1,3,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6134,T12388U,residential,1,1,1,1,1,1,3,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6135,T14139N,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6136,T19123Z,tertiary,8,1,1,6,8,1,2,9,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6137,T20247F,residential,1,1,1,1,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6138,T09405B,tertiary,10,2,40,1,10,6,119,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6139,T02713I,residential,1,7,1,1,3,19,1,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6140,T02634K,residential,5,4,1,1,6,10,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6141,T17862T,track,1,1,1,1,1,1,26,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6142,T08076A,living_street,5,5,1,1,7,8,27,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6143,T01587Q,residential,1,18,1,1,1,47,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6144,T13246L,residential,8,1,31,2,15,1,116,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6145,T16071S,pedestrian,2,6,1,1,5,20,12,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6146,T05953I,residential,1,1,1,1,1,2,13,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6147,T08236Y,residential,1,3,1,1,3,17,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6148,T04342J,residential,1,1,11,1,1,4,30,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6149,T08536H,residential,3,3,1,1,5,6,1,2,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6150,T09577U,pedestrian,1,2,36,1,1,2,111,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6151,T06067R,tertiary,1,3,33,1,5,5,56,3,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6152,T03443J,living_street,1,1,14,1,1,2,40,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6153,T17445G,residential,2,1,1,1,4,3,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6154,T12356M,residential,1,1,1,1,3,2,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6155,T19435M,residential,1,1,1,1,1,2,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6156,T12538Q,living_street,1,1,1,1,1,1,1,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6157,T20019V,tertiary,6,2,47,1,11,4,76,8,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6158,T07589Q,residential,1,2,1,1,7,10,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6159,T18484R,tertiary,1,12,1,1,5,23,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6160,T00234Q,residential,1,7,1,2,4,22,1,2,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6161,RD0069Q,trunk,5,1,18,1,14,2,59,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6162,T01610Y,residential,1,19,1,1,1,56,1,1,50 - 55 dB(A),45 - 50 dB(A),< 40 dB(A)
6163,T21330D,residential,1,1,1,1,1,1,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6164,T19269Q,tertiary,2,2,1,1,13,4,1,1,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6165,T12878H,residential,1,1,1,2,1,1,1,2,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6166,T11097I,tertiary,3,6,1,1,3,9,1,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6167,T04761Y,secondary,2,7,1,1,8,11,1,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6168,T09726P,residential,7,2,1,1,10,3,10,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6169,T06254S,living_street,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6170,T11105R,residential,1,1,1,1,2,2,1,1,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6171,T17427E,living_street,1,4,24,1,1,7,166,1,50 - 55 dB(A),50 - 55 dB(A),40 - 45 dB(A)
6172,T13708U,residential,1,1,1,2,4,1,1,4,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6173,T21180H,secondary,11,1,62,1,11,1,103,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6174,T03430E,residential,5,9,1,4,10,19,1,5,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A)
6175,T12111T,residential,2,1,1,1,2,4,2,1,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6176,T05295X,living_street,1,1,1,1,1,1,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6177,T19000P,track,5,1,11,1,5,1,65,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6178,T19037C,secondary,11,3,69,1,23,14,129,3,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A)
6179,T01601X,residential,1,14,1,1,1,51,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6180,T11194I,secondary,1,1,1,4,1,6,1,5,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6181,T05117G,residential,1,1,1,1,1,1,1,1,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6182,T00061N,tertiary,1,8,1,1,1,37,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6183,T17775V,secondary,2,1,1,1,4,6,10,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6184,T10789Z,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6185,T07308T,residential,1,2,1,1,3,6,1,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6186,T18662R,living_street,1,1,1,1,1,1,1,2,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6187,T07398L,secondary,9,3,63,2,11,7,145,9,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6188,T05178T,living_street,1,1,1,1,1,7,1,1,50 - 55 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6189,T11495S,residential,1,1,1,1,1,5,1,2,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6190,T19041Y,residential,1,12,1,1,1,33,1,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6191,T04261J,residential,1,3,4,1,3,8,16,1,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6192,T19188Q,primary,9,1,41,2,18,1,99,3,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6193,T11083C,living_street,1,2,1,1,4,7,1,1,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6194,T17619K,residential,1,1,11,1,1,1,45,1,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6195,T07365C,residential,1,3,1,1,1,15,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6196,T07710Z,living_street,1,7,1,1,1,27,1,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6197,T18226B,pedestrian,1,2,17,1,8,8,81,1,< 40 dB(A),< 40 dB(A),< 40 dB(A)
6198,T06982R,residential,1,1,1,1,1,1,1,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6199,T10003I,pedestrian,1,4,1,1,4,19,56,1,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6200,T19697G,residential,3,3,1,2,3,3,1,2,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A)
6201,T18141X,primary,3,3,82,1,7,5,211,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6202,T12503F,residential,5,2,13,1,8,10,20,2,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6203,T03381M,tertiary,2,10,1,2,4,27,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6204,T03725Q,residential,9,1,1,1,9,1,1,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6205,T10863S,tertiary,8,1,1,2,8,2,1,4,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6206,T10098F,residential,1,2,68,1,12,7,188,1,45 - 50 dB(A),45 - 50 dB(A),40 - 45 dB(A)
6207,T07970R,residential,2,3,2,1,5,21,13,2,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A)
6208,T13940A,pedestrian,1,14,1,1,3,36,1,3,60 - 65 dB(A),60 - 65 dB(A),60 - 65 dB(A)
6209,T10684R,residential,1,1,1,1,2,2,1,6,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6210,T21060A,pedestrian,1,5,1,1,3,19,1,3,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A)
6211,T10634H,tertiary,1,1,1,1,4,5,4,1,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6212,T20573Q,tertiary,1,1,43,2,4,1,72,4,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A)
6213,T10242V,tertiary,7,3,84,2,8,5,227,2,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A)
