road_id,width,openness,height,betweenness,closeness_global,closeness400,straightness
1672512207_1672512375_0,36.4682184495199,0.8333333333333334,0.0,0.05292816103850701,0.0005965882959703692,0.0001673447610488137,0.9101079843914877
1672512245_1672512207_0,45.51269592531728,0.75,0.0,0.037547898007718884,0.0005974881629378447,0.0001658325819218796,0.9052943765244529
245491904_1693128085_0,34.15658796827921,0.65,0.0,0.0021045223079364643,0.0005760415288979443,0.00012421664289777494,0.7685120601058836
1693128085_245491904_0,34.15658792905232,0.65,0.0,0.0021045223079364643,0.0005760415288979443,0.00012421664289777494,0.7685120601058836
245491904_245491906_0,34.924641609659375,0.5,0.0,0.018595697114389416,0.0005972922342123574,0.00016388716511592626,0.8212641134913671
245491906_245491904_0,34.92461765411582,0.5,0.0,0.018595697114389416,0.0005972922342123574,0.00016388716511592626,0.8212641134913671
245491904_1843795431_0,49.80407096347009,0.9545454545454546,0.0,0.016325573051074342,0.0005825742341475872,0.0001545555793450601,0.819190029337023
1843795431_245491904_0,49.80407096352873,0.9545454545454546,0.0,0.016325573051074342,0.0005825742341475872,0.0001545555793450601,0.819190029337023
245491904_409137871_0,8.433365431290316,0.3076923076923077,0.0,0.0006279066558105516,0.0005804156892339535,0.00015488595567284078,0.8217017271470989
409137871_245491904_0,8.433365431195325,0.3076923076923077,0.0,0.0006279066558105516,0.0005804156892339535,0.00015488595567284078,0.8217017271470989
245491906_1843795433_0,8.556060535254103,0.3333333333333333,0.0,0.00016560175537860702,0.0005951885818041206,0.00016622695921341096,0.8163238208521589
1843795431_2088186040_0,10.582599826300095,0.4444444444444444,0.0,0.006612570093242989,0.0005671271676556363,0.00015577906450156876,0.8011308004685876
1843795431_2143335953_0,43.26461940083569,0.75,0.0,0.01311933906499409,0.0005642612607043313,0.00014465915865949372,0.7995255199669369
2143335953_1843795431_0,43.48057940168183,0.78125,0.0,0.01311933906499409,0.0005642612607043313,0.00014465915865949372,0.7995255199669369
409137871_409137869_0,10.257266499587306,0.2777777777777778,0.0,0.05737410816554656,0.0005649320877053135,0.00016323957145861293,0.829526215652431
1843795433_409137871_0,9.18571275207618,0.3333333333333333,0.0,0.058519520306915256,0.0005783120368257166,0.0001572257497703255,0.8167614345078907
245491934_1672512178_0,23.69952356701416,0.3918918918918919,0.0,0.0010902115562424963,0.0005976154451434624,0.00012975706546199746,0.7689585241192408
245491934_11382810690_0,13.980107448103833,0.6428571428571429,0.0,0.014782256691920936,0.0006390861775453418,0.00014643089678401724,0.7928298659698458
1672512178_1200024401_0,27.716786996553438,0.45,0.0,0.007350877919305945,0.0005566221716720501,0.00012350720491920684,0.7810635290174761
4554626299_1672512178_0,18.97115648423123,0.5,0.0,0.007426778723854474,0.000577672033052309,0.00013780773492545807,0.8204938089027456
11382810685_11382810690_0,28.263784030460002,0.75,0.0,0.0029348311092097577,0.0006525216656377069,0.00014277795490311282,0.8069717734181397
