fid,street_id,noise_day,noise_evening,noise_night,commercial_pct_50m,green_pct_50m,industrial_pct_50m,recreational_pct_50m,residential_pct_50m,commercial_pct_100m,green_pct_100m,industrial_pct_100m,recreational_pct_100m,residential_pct_100m,osm_commercial_pct_50m,osm_green_pct_50m,osm_industrial_pct_50m,osm_other_pct_50m,osm_residential_pct_50m,road_length,road_category,one_way,distance_to_road,signal_count_50,poi_count_50,tree_count_50,transport_count_50,street_tree_count_10m,park_tree_count_10m,street_tree_count_20m,park_tree_count_20m,total_tree_count_10m,total_tree_count_20m,slope_pct,bldg_h_mean_50m,bldg_h_max_50m,bldg_h_mean_100m,bldg_h_max_100m,lidar_true_h_mean_50m,lidar_true_h_max_50m,lidar_true_h_mean_100m,lidar_true_h_max_100m,catastral_bldg_floors_mean_50m,catastral_bldg_floors_max_50m,catastral_bldg_floors_mean_100m,catastral_bldg_floors_max_100m
8062,T10233U,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,21.28084551337413,0.0,12.29960077554234,29.91102627516357,0.0,26.09399639964997,0.0,14.3961546841213,37.29193967178787,30.647468021693008,14.627797590730966,0.0,0.0,41.25722194733383,131.23106364084617,4.0,1.0,2.5257035002800543,3,5,79,1,23,0,34,0,23,34,0.7010535850046953,24.33333333333333,48.0,23.106382978723403,48.0,29.80083596756656,49.74118139804938,29.99106232641308,49.74118139804938,4.287671232876712,16.0,4.522167487684729,16.0
8063,T03534L,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,2.0415580809830325,0.0,0.0,68.36953744901089,0.0,0.7992538403913018,0.0,1.5843192351538145,70.14072526886683,0.0,0.0,0.0,0.0,99.99999999999996,76.57283274965837,5.0,1.0,0.0,1,1,1,1,16,0,28,0,16,28,3.8394825272684376,16.681818181818183,27.0,15.67289719626168,27.0,23.323209055990404,29.93166529337565,22.83673873997605,30.831763555133158,3.630952380952381,9.0,3.4326424870466323,9.0
8063,T03534L,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,2.0415580809830325,0.0,0.0,68.36953744901089,0.0,0.7992538403913018,0.0,1.5843192351538145,70.14072526886683,0.0,0.0,0.0,0.0,99.99999999999996,76.57283274965837,5.0,1.0,0.0,1,1,1,1,16,0,28,0,16,28,3.8394825272684376,16.681818181818183,27.0,15.67289719626168,27.0,23.323209055990404,29.93166529337565,22.83673873997605,30.831763555133158,3.630952380952381,9.0,3.4326424870466323,9.0
8064,T08716J,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,0.0,73.9079894946356,0.0,4.224610220386796,0.0303683593375022,4.851090598318537,61.78423694715134,0.0,0.0,0.0,0.0,0.0,75.6419855038133,4.0,0.0,1.3243357122714905,1,1,1,2,9,0,15,0,9,15,32.0985741153937,13.258064516129032,24.0,11.707317073170731,24.0,18.457134366011665,28.90970718018576,17.355613676655256,29.18164748633467,3.513089005235602,8.0,3.163265306122449,9.0
8065,T00128P,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,11.87915290080636,1.1447982601442768,46.75260005910118,0.0,2.9473908989585342,3.2925978000179823,17.296077160718028,38.062829980229175,0.0,0.0,0.0,0.0,0.0,15.023272084828005,5.0,1.0,1.7728552228927117,1,2,3,1,4,0,7,0,4,7,0.2662533276850073,18.0,22.0,16.952380952380953,24.0,23.184587488164308,24.52204405743143,21.74441168692036,26.735477776160607,4.509615384615385,8.0,4.185897435897436,8.0
8066,T15529B,65 - 70 dB(A),60 - 65 dB(A),60 - 65 dB(A),0.0,25.77533408903164,2.5994577568622725,3.5368101660825366,17.000501557781273,0.0,17.254755677073007,13.468558244724264,2.575563661835612,18.475295154730503,0.0,12.854914770399017,0.0,0.0,0.0,61.49908320612642,4.0,1.0,0.0,4,6,1,1,8,0,17,0,8,17,0.0162600018136231,18.142857142857142,35.0,16.666666666666668,35.0,30.47315154025941,37.495047366234566,30.40647217395796,55.86666189575195,4.414285714285715,10.0,4.298319327731092,13.0
8067,LRD0004,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,12.22121738022026,3.2118081930646976,8.248895409178598,6.086435723879691,0.0,12.574806168931026,4.511611565737723,23.505997066010387,11.9237317318474,0.0,3.6493032323606864,0.0,0.0,0.0,117.7578534102033,4.0,1.0,0.554288077869001,5,1,1,1,0,0,4,0,0,4,3.5496573554334168,5.25,12.0,4.862068965517241,12.0,6.514231558573267,9.25273946126302,7.361570444803425,17.238887333778592,1.2413793103448276,3.0,1.3852459016393444,4.0
8067,LRD0004,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,12.22121738022026,3.2118081930646976,8.248895409178598,6.086435723879691,0.0,12.574806168931026,4.511611565737723,23.505997066010387,11.9237317318474,0.0,3.6493032323606864,0.0,0.0,0.0,117.7578534102033,4.0,1.0,0.554288077869001,5,1,1,1,0,0,4,0,0,4,3.5496573554334168,5.25,12.0,4.862068965517241,12.0,6.514231558573267,9.25273946126302,7.361570444803425,17.238887333778592,1.2413793103448276,3.0,1.3852459016393444,4.0
8068,T08551G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,13.98349706172504,68.58196069578659,0.0,0.0,0.0,14.976948652174285,58.12355523040916,0.0,0.0,0.0,0.0,0.0,102.6779715748628,5.0,1.0,0.0,1,1,1,1,11,0,18,0,11,18,9.49570764834524,12.0,12.0,14.076923076923077,36.0,26.13984042184829,35.678585172263524,24.901954806737617,39.718627053682255,3.0778688524590163,12.0,3.445544554455445,12.0
8068,T08551G,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,13.98349706172504,68.58196069578659,0.0,0.0,0.0,14.976948652174285,58.12355523040916,0.0,0.0,0.0,0.0,0.0,102.6779715748628,5.0,1.0,0.0,1,1,1,1,11,0,18,0,11,18,9.49570764834524,12.0,12.0,14.076923076923077,36.0,26.13984042184829,35.678585172263524,24.901954806737617,39.718627053682255,3.0778688524590163,12.0,3.445544554455445,12.0
8069,T12928A,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,47.75098328732891,0.0,0.0,37.52856168164115,0.0,52.80321914890991,1.1802771203782871,0.0,31.429875551454344,0.0,32.392587607335564,0.0,0.0,0.0,356.66949187723446,5.0,0.0,0.0,1,1,1,2,0,0,0,0,0,0,10.75785948067265,4.823529411764706,12.0,4.9480519480519485,12.0,7.292750596994607,15.493567330496646,7.764662446985848,19.745040045844178,1.4646464646464648,4.0,1.5060975609756098,4.0
8070,T16990W,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,41.54569826272033,0.0,12.986191989061346,13.33123185105904,0.0,35.300655834868095,0.0,25.18324524760576,12.68192816454778,0.0,11.920472100176775,0.0,0.0,25.822265463521312,57.947913956410886,4.0,1.0,0.0,1,3,40,2,13,0,24,0,13,24,2.433219336372882,13.333333333333334,30.0,13.902439024390244,30.0,19.288864687193676,34.614502086389535,20.013320690966296,36.293664260137646,3.9210526315789473,10.0,4.067567567567568,12.0
8071,T00664I,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,22.68202806272626,0.0,0.8468215390329652,40.53443417454695,0.0,28.261543935997764,0.0,1.3210276245451869,41.12776777149711,0.0,0.2381068812339466,0.0,0.0,66.71060662190297,60.15360095864692,4.0,1.0,1.2491189795727669,1,7,36,1,9,0,20,0,9,20,2.493617095123442,16.666666666666668,29.0,16.976744186046513,29.0,24.66138719098936,29.381373814174108,24.087672520494177,31.02761465219351,3.8395061728395055,9.0,3.569620253164557,9.0
8072,T18263G,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,31.966794464746677,0.0,13.786968456057414,17.74876676469467,0.0,26.61520793948135,0.0,20.80405701607808,27.71867764787423,0.0,14.679678479788013,0.0,0.0,74.11806921111807,17.732480213576927,5.0,1.0,0.0,5,2,74,1,2,0,18,0,2,18,0.2819695278530776,19.2,36.0,16.125,42.0,23.393920632128165,39.91690826416016,22.117777905708525,47.22949594290145,5.5625,12.0,4.042553191489362,14.0
8073,T18762U,55 - 60 dB(A),50 - 55 dB(A),< 40 dB(A),0.0,19.7296198801016,0.0,19.16427148598989,53.11399298835818,0.0,11.501540096895653,0.0,7.214870628415496,67.82454559928782,0.0,0.0,0.0,0.0,99.99999999999996,0.0,0.0,0.0,0.0,1,12,2,1,1,0,2,0,1,2,0.3947225112760065,17.170212765957448,24.0,17.37162162162162,27.0,23.669192582661974,57.25076647265874,23.02209279340272,57.25076647265874,3.80794701986755,7.0,3.781316348195329,9.0
8074,T15546C,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,25.88312588807007,0.0,0.0,15.766948041621369,0.0,26.888041807906,0.0,6.829095767083844,27.786413420454696,0.0,16.02753571876348,0.0,0.0,44.14437869088712,25.669772724738174,4.0,1.0,0.6598523569219809,1,1,21,1,3,0,10,0,3,10,0.0779125750000876,21.857142857142858,27.0,24.9,63.0,31.448854617882454,47.584578880896935,33.45310305772198,66.74939112708194,7.205882352941177,10.0,7.25,20.0
8075,T07559K,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,11.61985085089172,0.0,15.642721220766411,13.241708943413002,0.0,8.968232054143293,0.0,36.20905228966808,14.812214255443577,0.0,7.076419973570661,0.0,5.501423622590732,0.0,102.57594376047216,2.0,0.0,0.4938401424833488,7,1,1,2,7,0,23,0,7,23,2.8661640383021765,13.666666666666666,24.0,12.964285714285714,24.0,22.518029844041436,32.57122124565973,18.64221800368291,32.57122124565973,2.642857142857143,8.0,2.48,8.0
8076,T19831U,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,17.306265007908316,0.0,0.0,26.026607159690567,0.0,17.195088468669894,0.0,0.0073417489849129,41.0337275787791,0.0,7.521285881062119,0.0,0.0,8.955094958649452,101.94970343344444,4.0,1.0,1.44952954423087,8,1,53,1,12,0,37,0,12,37,0.2550279403721573,24.0,39.0,21.6,39.0,32.66556303177973,50.16108104160854,30.173920599492465,50.16108104160854,4.075,13.0,4.331360946745562,13.0
8077,T15862L,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,18.40984675717184,0.0,0.0,41.351039154661485,0.0,11.75477474421888,0.2009322785261805,1.646187335145511,59.273977923482434,0.0,0.0,100.00000000000004,0.0,0.0,60.81951165381378,5.0,1.0,0.0,1,1,1,1,5,0,16,0,5,16,0.2466315353224735,5.806451612903226,15.0,5.637931034482759,42.0,13.41852893117381,25.61444742926236,11.883947865201195,46.173095703125,1.3387096774193548,4.0,1.8484848484848484,14.0
8078,T09635N,55 - 60 dB(A),60 - 65 dB(A),50 - 55 dB(A),0.0,18.69054259666129,0.0,22.22562182908705,21.08198892170354,0.0,13.438733241268029,0.0,14.6600433942302,40.37156701274507,0.0,9.571325359629975,0.0,0.0,0.0,79.2726394092868,5.0,1.0,0.3980958672185307,3,1,1,1,6,0,31,0,6,31,0.4162847688245323,22.125,39.0,22.565217391304348,39.0,25.649115301854344,46.2355773857048,26.526429485831247,46.2355773857048,4.055555555555555,13.0,3.7058823529411766,13.0
8079,T16333V,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,1.3080239101362954,1.8810740081895276,18.525739446169023,34.43051769733176,0.0,9.917149283676329,17.5036350720439,11.950213920623897,28.552918650172813,0.0,1.213417390820528,0.0,0.0,75.11525001211002,62.78216863714527,5.0,1.0,0.0,1,1,27,1,11,0,21,0,11,21,0.254849188687383,16.333333333333332,30.0,18.9375,33.0,24.99210965331208,36.69026736450195,26.882866813916777,37.830703930095865,4.698412698412699,10.0,4.442424242424242,11.0
8079,T16333V,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,1.3080239101362954,1.8810740081895276,18.525739446169023,34.43051769733176,0.0,9.917149283676329,17.5036350720439,11.950213920623897,28.552918650172813,0.0,1.213417390820528,0.0,0.0,75.11525001211002,62.78216863714527,5.0,1.0,0.0,1,1,27,1,11,0,21,0,11,21,0.254849188687383,16.333333333333332,30.0,18.9375,33.0,24.99210965331208,36.69026736450195,26.882866813916777,37.830703930095865,4.698412698412699,10.0,4.442424242424242,11.0
8080,T21297T,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,36.211474758441966,0.0,0.3425703818257978,28.018022248995216,0.0,30.161289479184983,0.7418782951992728,16.68472499359396,32.5609734415634,0.0,74.45628631767501,31.463348177280608,0.0,0.0,497.6848102301475,5.0,0.0,0.0,6,1,1,1,37,0,133,0,37,133,0.7514795899414034,6.0,15.0,7.741935483870968,21.0,13.228565717035831,27.170308743990383,14.939842678572637,28.48275883992513,2.032258064516129,5.0,2.363636363636364,7.0
8080,T21297T,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,36.211474758441966,0.0,0.3425703818257978,28.018022248995216,0.0,30.161289479184983,0.7418782951992728,16.68472499359396,32.5609734415634,0.0,74.45628631767501,31.463348177280608,0.0,0.0,497.6848102301475,5.0,1.0,0.0,6,1,1,1,37,0,133,0,37,133,0.7514795899414034,6.0,15.0,7.741935483870968,21.0,13.228565717035831,27.170308743990383,14.939842678572637,28.48275883992513,2.032258064516129,5.0,2.363636363636364,7.0
8081,T02089H,70 - 75 dB(A),70 - 75 dB(A),65 - 70 dB(A),0.0,0.0,0.0,1.9612535180583568,31.30045663160299,0.0,1.184770319593146,0.0,2.230006234136763,56.03377958194854,0.0,2.6191601758030973,0.0,0.0,3.429740004499201,134.52562075847788,2.0,1.0,0.0,9,8,97,1,24,0,52,0,24,52,0.3419416181684237,13.428571428571429,24.0,13.212765957446807,27.0,32.687208117811295,40.34050967265127,32.174658594983605,40.34050967265127,5.311688311688312,12.0,4.227611940298507,12.0
8082,T03073D,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,2.1736995325032424,0.0,0.0,79.8499825526018,0.0,7.97834683909415,0.0,7.472182171754742,67.1146205901759,0.0,0.0054830338395156,0.0,0.0,0.0,39.46934203100566,5.0,1.0,0.0,1,2,1,1,0,0,0,0,0,0,1.54550488800236,9.25,24.0,9.979899497487438,27.0,15.443025469787962,27.91128376552037,16.291527196839727,35.3594957182679,2.3020408163265307,8.0,2.3901689708141323,9.0
8082,T03073D,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,2.1736995325032424,0.0,0.0,79.8499825526018,0.0,7.97834683909415,0.0,7.472182171754742,67.1146205901759,0.0,0.0054830338395156,0.0,0.0,0.0,39.46934203100566,5.0,1.0,0.0,1,2,1,1,0,0,0,0,0,0,1.54550488800236,9.25,24.0,9.979899497487438,27.0,15.443025469787962,27.91128376552037,16.291527196839727,35.3594957182679,2.3020408163265307,8.0,2.3901689708141323,9.0
8083,T19810P,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,15.76879264001774,0.0,19.31364021205107,33.43083546999284,0.0,10.811805979384818,0.4844078422455355,15.911315065868662,36.99576771081303,0.0,3.787024246881057,0.0,0.0,0.0,154.00132114349745,4.0,0.0,0.0,2,1,7,1,36,0,41,0,36,41,2.162320301104309,12.0,12.0,12.0,12.0,23.50060292359856,30.443545637459597,24.566869493239576,38.01635501259251,3.901960784313725,9.0,3.429708222811671,9.0
8084,T01120L,55 - 60 dB(A),55 - 60 dB(A),60 - 65 dB(A),0.0,2.1106385161188355,0.0,10.658912243520671,70.38990266943289,0.0,13.914416725552451,0.0,17.530354506380103,52.21213209945456,0.0,0.0,0.0,0.0,97.1922648657597,53.22810163108342,5.0,1.0,0.2722950640271098,1,4,1,1,0,0,1,0,0,1,0.7326954269168392,15.10344827586207,18.0,16.3875,27.0,24.595663761400303,96.8003563716494,24.18852257892256,96.8003563716494,3.1666666666666665,8.0,3.9565217391304346,29.0
8085,T20180D,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,41.72089236490688,0.0,0.0,13.698730726365294,0.0104055734210468,39.24433268553631,0.0,0.0,26.84479993510055,0.0,44.13904079062172,0.0,0.0,44.49309892810604,167.03844129263638,3.0,1.0,0.0,6,3,56,1,14,0,20,26,14,46,0.1137463063891957,20.25,30.0,19.90909090909091,39.0,33.5065175894107,61.87834910981974,33.346692507494666,61.87834910981974,9.228070175438596,17.0,7.8936170212765955,17.0
8086,T10747P,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,5.600667384933556,0.0,0.0,72.93324396704051,0.0,2.9461904196768267,0.0,1.0116320282841311,71.9540567145332,0.0,17.36552006190102,0.0,0.0,0.0,81.21647484279974,5.0,1.0,0.0,1,1,2,1,2,0,5,0,2,5,4.186344620915708,15.625,27.0,15.857142857142858,27.0,20.71564154286879,28.14899933913658,21.06118020341766,30.715040061164927,3.4682539682539684,9.0,3.616842105263158,9.0
8087,T07793S,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,1.26782698471338,3.005532757838898,5.764619339232905,63.39311552882451,0.0,6.902764222132084,1.6744061023986314,7.0959126904106125,60.2266171017535,0.0,0.0,0.0,0.0,0.0,55.31840623850885,4.0,1.0,0.0,1,8,1,1,0,0,4,0,0,4,1.6992579962505958,11.63076923076923,21.0,11.79874213836478,30.0,20.386161963531418,27.706067403157554,20.116096617165454,29.09808712318296,3.1122994652406417,8.0,3.093877551020408,9.0
8088,T11877C,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,21.22528295334544,0.0,0.0,60.83455434576719,0.0,36.92125756552489,0.0,0.0,49.32291131092792,0.0,5.975426160284,0.0,0.0,94.17814602986472,248.72385111691577,1.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,3.658678515410271,5.314285714285714,15.0,5.345454545454546,15.0,8.484508161435265,16.59146713629002,8.398080239447209,16.59146713629002,1.5928571428571427,5.0,1.5947136563876652,5.0
8089,T02988H,60 - 65 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,27.171965789620916,0.6304760137471085,28.753425594228847,23.68483554880086,0.0,22.03659381342353,1.493963515715386,39.34299057560302,20.78641589295177,0.0,9.65724513772098,0.0,0.0,0.0,68.67482297508138,5.0,1.0,0.1395191048002959,1,1,17,1,1,0,2,0,1,2,4.048063855445582,12.0,12.0,12.0,12.0,20.908874849969852,35.01416651407878,22.416722946492584,51.645139808478994,4.243243243243243,12.0,5.76056338028169,16.0
8090,T08112N,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.0,2.6127336960766554,59.74905503113583,0.0,0.0,0.0,9.463908162079113,64.47845843561531,0.0,0.0,0.0,0.0,0.0,46.93322266056773,3.0,1.0,0.0,2,2,31,1,7,0,17,0,7,17,1.640629844092529,16.783783783783782,33.0,16.38679245283019,33.0,25.36342342227509,34.77625143452055,24.848358513246303,39.36132114955357,4.797101449275362,11.0,4.057831325301205,11.0
8091,T18250B,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),4.695795551672306,17.472739239926078,0.0,1.3361748502169748,38.86089974303566,11.934928568394398,12.97695100799647,0.0,5.869873760023606,45.560056463529016,51.8398335312993,4.037331981131853,0.0,0.0,0.0,144.99295692484569,4.0,1.0,0.0,7,12,95,4,27,0,30,0,27,30,0.7517607583883342,25.90909090909091,57.0,29.33636363636364,144.4,42.273552489415685,77.60771345451697,39.46216438690553,94.544742926866,5.407407407407407,12.0,11.571428571428571,38.0
8092,T08043R,55 - 60 dB(A),55 - 60 dB(A),55 - 60 dB(A),0.0,9.022316756305964,1.0637032692368331,0.0,59.82501076446254,0.0,2.749511586665559,2.1975927990744246,2.40197386536119,68.34343682673473,0.0,0.0,0.0,0.0,0.0,43.97143977927057,5.0,1.0,0.0,1,14,1,1,8,0,14,0,8,14,3.5932456134846573,12.375,24.0,12.49514563106796,27.0,20.310983008973047,26.28843083457342,20.21463997205641,31.470267944335944,2.694610778443114,8.0,2.869831546707504,9.0
8093,T19700K,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,9.174091510410824,12.38207161332774,0.0,46.37859900501049,0.0,7.459543858961008,5.527732335495152,3.5708263295436824,55.705834556234215,0.0,4.790058315495637,0.0,0.0,0.0,138.77279660532372,5.0,1.0,0.1074639835954544,2,1,70,1,18,0,30,0,18,30,0.4395678585958259,10.68,12.0,11.679611650485436,12.0,28.279734281402263,36.405155984978926,25.94754127359968,36.405155984978926,3.6968085106382977,10.0,4.106261859582543,11.0
8094,T08382H,55 - 60 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,21.83203403008472,48.91467395376935,0.0,0.0,0.0,15.791849438087077,60.70844447262179,0.0,0.0,0.0,0.0,0.0,78.22001348805671,4.0,1.0,0.0,1,2,1,1,24,0,30,0,24,30,2.582464745764035,12.0,12.0,13.666666666666666,24.0,29.370257455633613,36.189776956451226,24.841877775936812,36.189776956451226,3.751633986928105,11.0,3.706967213114754,11.0
8095,T06720X,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,11.971363217086934,0.0,5.180288872823132,59.86438251580779,0.0,8.816954267836916,5.542279514747236,6.330435799828189,52.477029402750006,0.0,0.0,0.0,0.0,0.0,95.62834070618982,6.0,1.0,0.0,1,1,1,1,13,0,17,0,13,17,0.3450859036861805,12.774193548387096,24.0,12.090909090909092,24.0,17.844828772270613,27.46437606811524,17.473024108348064,27.65435089603547,3.273062730627306,8.0,3.1947626841243864,8.0
8096,T08091Z,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,8.267988140143173,72.16448472911479,0.0,0.0,0.0,11.787302679301384,67.27635544775097,0.0,0.0,0.0,0.0,0.0,51.909494349643424,6.0,0.0,0.0549012013236922,1,12,1,1,1,0,5,0,1,5,3.120821666399375,17.37735849056604,36.0,17.485714285714284,36.0,25.289876880892425,40.24505283993759,26.26480704011368,40.24505283993759,3.917647058823529,9.0,4.266832917705735,12.0
8097,T08509E,65 - 70 dB(A),60 - 65 dB(A),55 - 60 dB(A),0.0,0.0,0.8746668469786479,28.29544292006539,39.73629205839572,0.0,0.0,0.4247674289676865,19.12107580453376,55.72464575296113,0.0,0.0,0.0,0.0,37.07740021174905,53.37004012577097,6.0,1.0,0.0,2,2,4,1,6,0,11,0,6,11,7.476114846009635,18.375,69.0,22.27659574468085,72.0,23.363568097652774,71.01765699271697,27.727612231654064,73.0260009765625,3.955056179775281,23.0,5.699731903485255,24.0
8098,T08033P,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,16.422616621021575,0.0,21.392356537558506,47.420687059928696,0.0,12.73727188369516,0.0,24.7461913357895,49.70683943337033,0.0,9.57024328816824,0.0,0.0,0.0,95.46317198760482,5.0,1.0,0.0,1,3,1,1,0,0,0,0,0,0,0.2409341237513645,10.178571428571429,21.0,10.1015625,24.0,16.802707865010003,29.347411646778227,16.632761787376428,29.347411646778227,2.60377358490566,7.0,2.819915254237288,8.0
8099,T08465J,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,32.99534765561793,23.032570572732222,0.0,0.0,0.0,34.527079303614364,27.768555060854226,0.0,0.0,0.0,0.0,0.0,52.24390669643466,2.0,1.0,0.0,6,3,1,1,6,0,15,0,6,15,5.665730745734332,12.0,12.0,12.0,12.0,24.25380170492374,39.32157635463433,23.59778480606359,43.36847920882573,5.231481481481482,13.0,4.184563758389261,13.0
8100,T18819U,70 - 75 dB(A),70 - 75 dB(A),60 - 65 dB(A),0.0,16.78189321383858,0.0,0.0,36.56393986500829,0.0,9.332626178932802,0.0,0.1325370686736134,60.00380585603886,0.0,19.615510478445284,0.0,0.0,0.0,72.38138072989439,3.0,0.0,0.6334163823642031,5,9,1,6,0,0,14,0,0,14,0.0414507069243419,12.0,12.0,12.116504854368932,18.0,30.113447645960733,38.42580017089844,26.275301375876264,38.42580017089844,5.209150326797386,12.0,4.109227871939736,12.0
8101,T07518B,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,80.85693721486855,0.0,0.0,3.736634304564245,0.0,80.67536225170043,0.0,0.0,0.0,0.0,0.0,81.34632161012993,5.0,1.0,0.0,1,1,1,1,8,0,9,0,8,9,13.276572115355371,10.0,12.0,9.166666666666666,12.0,11.065373119092833,23.02988503196022,11.189654743858656,23.02988503196022,2.0,4.0,2.2,4.0
8101,T07518B,50 - 55 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,0.0,80.85693721486855,0.0,0.0,3.736634304564245,0.0,80.67536225170043,0.0,0.0,0.0,0.0,0.0,81.34632161012993,5.0,1.0,0.0,1,1,1,1,8,0,9,0,8,9,13.276572115355371,10.0,12.0,9.166666666666666,12.0,11.065373119092833,23.02988503196022,11.189654743858656,23.02988503196022,2.0,4.0,2.2,4.0
8102,T07839P,65 - 70 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,3.236469288496666,77.71076595032443,0.0,6.000370434018029,0.0,7.34692113568607,63.51736637414693,0.0,0.0,0.0,0.0,0.0,90.64946996198536,5.0,1.0,0.0,2,14,1,1,16,0,25,0,16,25,0.1544403841601583,12.553846153846154,24.0,13.634146341463415,33.0,22.611918690944695,34.43847458828272,22.081690881800967,37.934930858392825,3.044715447154472,11.0,3.1122994652406417,11.0
8103,T03395S,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,0.0,41.76572062650592,0.0,0.0,0.0,0.0,37.00040432170401,0.0,0.0,0.0,0.0,0.0,49.16645884541048,5.0,0.0,0.0,9,2,1,1,9,0,13,0,9,13,2.8271293525915366,11.727272727272728,24.0,11.797297297297296,30.0,27.33738722300797,34.77439809068341,27.6944150582345,37.71108551025391,4.985185185185185,10.0,4.100817438692098,11.0
8103,T03395S,70 - 75 dB(A),65 - 70 dB(A),60 - 65 dB(A),0.0,0.0,0.0,0.0,41.76572062650592,0.0,0.0,0.0,0.0,37.00040432170401,0.0,0.0,0.0,0.0,0.0,49.16645884541048,5.0,1.0,0.0,9,2,1,1,9,0,13,0,9,13,2.8271293525915366,11.727272727272728,24.0,11.797297297297296,30.0,27.33738722300797,34.77439809068341,27.6944150582345,37.71108551025391,4.985185185185185,10.0,4.100817438692098,11.0
8104,T19904U,40 - 45 dB(A),40 - 45 dB(A),< 40 dB(A),0.0,51.58043273741648,0.0,0.0,26.316130323782367,0.0,43.65045422565657,2.1119100697890194,2.6204393953171143,33.28081382685289,0.0,32.80616758853668,0.0,0.0,0.0,77.77449310453578,2.0,1.0,0.0,1,1,1,1,3,0,3,0,3,3,20.045127541925982,9.076923076923077,18.0,9.774193548387096,21.0,14.176764029708751,26.76672855500252,15.76183260082687,29.218951190335986,2.685714285714285,8.0,2.650455927051672,8.0
8105,T08108R,55 - 60 dB(A),50 - 55 dB(A),45 - 50 dB(A),0.0,0.0,0.0,10.801392922398978,59.122570984570864,0.0,0.0,0.0,10.40366583078198,60.67267306570314,0.0,0.0,0.0,0.0,0.0,114.8015910760606,6.0,1.0,0.0,2,14,29,1,15,0,25,0,15,25,2.003455888983896,16.5,33.0,17.04255319148936,36.0,25.332880846698345,38.47084797898384,25.02429535625566,40.24505283993759,4.37125748502994,11.0,4.43327239488117,11.0
8106,T02576R,60 - 65 dB(A),55 - 60 dB(A),50 - 55 dB(A),0.0,0.0,0.0,4.877105007925254,53.54198590208708,0.0,0.0,0.0,10.016027695775998,63.19553348019272,0.0,0.0,0.0,0.0,0.0,134.9086013879115,5.0,1.0,0.0,4,8,1,1,19,0,26,0,19,26,1.2082247862608542,13.666666666666666,27.0,11.181818181818182,27.0,33.519615141664154,40.479349177237,21.81721931772295,40.479349177237,5.141104294478527,11.0,4.410752688172043,11.0
